776	2810	0.0187145	0.00342186	5.46909	1	0
776	401	1.33752	0.212284	6.30062	1	0
776	573	0.160917	0.0380414	4.23005	1	0
776	14446	0.0200413	0.00342186	5.85683	1	0
776	113789	0.357732	0.0876836	4.07980	1	0
776	535	0.278017	0.0760828	7.30827	2	0
776	28899	0.0169608	0.00342186	4.95661	1	0
776	10822	0.0890397	0.0155747	5.71696	1	0
776	547	0.127493	0.0380414	3.35143	1	0
776	3073	2.05818	0.352684	11.6715	2	0
776	4664	0.0149659	0.00342186	4.37361	1	0
776	456	0.146517	0.0380414	3.85153	1	0
776	33834	0.0151147	0.00330483	4.57352	1	0
776	32386	0.0594803	0.0115965	5.12915	1	0
776	104648	0.399004	0.0736147	5.42017	1	0
10971	2398	0.589005	0.107355	5.48650	1	1
10971	39556	1.00211	0.239075	8.38324	2	1
10971	175	2.18249	0.420605	5.18893	1	1
10971	39613	0.646697	0.103119	6.27136	1	0
10971	10928	0.0172304	0.00547611	3.14646	1	1
10971	39452	1.11867	0.185281	12.0754	2	1
10971	39746	0.0215814	0.00547611	3.94101	1	0
10971	105716	0.486185	0.0925481	10.5066	2	0
10971	149041	0.0168365	0.00547611	3.07454	1	0
10971	10955	2.01940	0.353554	5.71173	1	0
10971	10001	0.499618	0.0877526	11.3870	2	1
10971	10002	0.426452	0.0900563	4.73539	1	0
10971	139598	1.12889	0.214645	5.25932	1	0
10971	103596	0.0176710	0.00547611	3.22693	1	0
10971	10140	0.234996	0.0420835	5.58403	1	0
10971	10898	0.0169604	0.00547611	3.09716	1	0
10971	39631	0.327129	0.0812674	4.02534	1	0
10971	39618	1.01901	0.182894	5.57160	1	0
10971	55802	0.403902	0.0731217	5.52369	1	1
10971	56647	0.0308842	0.0109522	5.63981	2	0
10971	54742	0.0157051	0.00547611	2.86792	1	0
10971	128096	0.210104	0.0399690	5.25667	1	0
10971	39185	0.0163530	0.00547611	2.98624	1	0
10971	1649	14.8211	2.58415	45.8832	8	1
18931	4956	0.0626929	0.0118266	5.30099	1	0
18931	39561	0.289254	0.0637141	4.53988	1	0
18931	1400	0.851284	0.184361	4.61749	1	0
18931	175	0.467182	0.111891	4.17533	1	0
18931	39619	0.287248	0.0563784	5.09501	1	0
18931	105321	0.351136	0.0620211	5.66155	1	0
18931	113232	0.0662034	0.0138888	4.76667	1	0
18931	49920	0.0911801	0.0228835	3.98454	1	0
18931	107863	3.40998	0.926215	3.68163	1	1
18931	149121	1.60567	0.326347	9.84027	2	0
18931	38185	0.269630	0.0500106	5.39146	1	0
18931	39723	0.0601254	0.0145084	4.14419	1	0
18931	10145	0.0963382	0.0177855	5.41666	1	0
18931	10956	2.87605	0.500000	5.75211	1	0
18931	54836	0.0435069	0.0130200	3.34155	1	0
18931	102071	0.0303540	0.00720356	4.21375	1	0
18931	54834	0.206714	0.0349978	5.90648	1	0
18931	102893	0.0317214	0.00720356	4.40357	1	0
18931	149130	0.0347091	0.00720356	4.81833	1	0
18931	14788	0.348015	0.0681803	5.10433	1	0
18931	15680	0.0560240	0.0112385	4.98500	1	0
620	12835	1.11493	0.264988	4.20747	1	1
620	38167	10.8047	2.81121	19.2171	5	1
620	38346	3.68503	1.13400	35.7455	11	0
620	103549	0.530831	0.195751	5.42354	2	0
620	130004	3.07621	1.14851	10.7137	4	0
620	38275	1.40973	0.404847	13.9286	4	0
620	38172	1.52065	0.685128	15.5366	7	0
620	178449	3.43246	0.811056	33.8567	8	0
620	128434	0.424321	0.155244	2.73326	1	0
620	59724	0.304703	0.0978754	3.11317	1	0
620	101529	0.580788	0.155244	3.74114	1	0
49918	39750	0.565057	0.0999995	5.65060	1	0
49918	56332	151.592	24.0307	309.105	49	1
49918	10610	0.930247	0.213399	8.71839	2	0
49918	49938	2.01208	0.339380	17.7861	3	0
49918	10616	1.30228	0.239380	10.8804	2	1
49918	6903	0.557123	0.0999995	5.57126	1	1
49918	54444	1.61452	0.426797	15.1315	4	0
49918	1135	1.27912	0.232680	10.9946	2	0
49918	6794	1.31556	0.232590	11.3122	2	1
49918	7070	0.121854	0.0398561	3.05735	1	1
49918	11930	0.130108	0.0398561	3.26445	1	0
49918	45056	5.97690	1.10000	10.8671	2	0
2	1174	0.380271	0.0601220	6.32500	1	1
2	1146	0.366556	0.0601220	6.09687	1	1
2	10446	2.52142	0.584695	4.31237	1	0
2	1557	0.270678	0.0481868	5.61727	1	1
2	5468	0.261970	0.0481868	5.43656	1	0
19096	588	10.7385	2.11429	55.8693	11	0
19096	3756	13.6694	2.98754	45.7547	10	0
19096	2810	7.72691	1.38604	33.4489	6	0
19096	19404	0.756131	0.125000	6.04904	1	0
19096	401	4.25108	0.694893	36.7056	6	1
19096	350	2.10255	0.344021	18.3351	3	0
19096	521	3.77012	0.619552	18.2557	3	0
19096	267	0.0512959	0.00844053	6.07733	1	0
19096	4794	9.32502	2.74713	44.1280	13	0
19096	4879	0.157104	0.0271025	11.5933	2	0
19096	4678	17.1018	3.13476	49.0999	9	0
19096	18352	0.121020	0.0223779	5.40799	1	0
19096	11096	0.0617535	0.0160339	3.85143	1	0
19096	490	14.7059	2.74280	42.8932	8	0
19096	211	2.90265	0.600151	24.1827	5	0
19096	460	0.0252777	0.00577198	4.37938	1	0
19096	515	2.15264	0.428411	15.0741	3	0
19096	11097	1.71936	0.353486	9.72803	2	0
19096	138	0.0490277	0.00844053	5.80861	1	0
19096	5576	0.0369470	0.00660966	11.1797	2	0
19096	3817	0.480926	0.0950769	10.1166	2	0
19096	8703	7.33126	1.37750	26.6108	5	1
19096	6248	1.37210	0.345211	7.94934	2	0
19096	335	1.10980	0.194893	17.0832	3	0
19096	384	0.124138	0.0290241	4.27706	1	0
19096	19537	8.73918	1.59768	32.8196	6	0
19096	43981	2.93769	0.784620	14.9764	4	0
19096	6296	4.61155	0.854843	16.1839	3	0
19096	3716	0.174363	0.0310187	11.2425	2	0
19096	39700	0.0200954	0.00446396	4.50170	1	0
19096	5607	0.0459250	0.00855927	5.36553	1	0
19096	2754	0.589739	0.110692	15.9833	3	0
19096	6299	0.0685465	0.0117454	11.6721	2	0
19096	70730	2.44010	0.599369	12.2133	3	0
19096	434	7.66579	1.52081	15.1218	3	0
19096	8743	0.0337999	0.00671582	5.03288	1	0
19096	1405	4.16883	0.758440	21.9863	4	0
19096	10636	1.45149	0.258442	11.2326	2	0
19096	4676	0.679127	0.140230	14.5288	3	0
19096	14799	2.08005	0.459062	22.6554	5	0
19096	11210	3.07547	0.586640	15.7276	3	0
19096	5395	6.97181	1.51779	13.7802	3	0
19096	2277	0.0739387	0.0150486	9.82663	2	0
19096	172	0.162546	0.0309775	10.4945	2	0
19096	29073	1.39678	0.269187	15.5667	3	0
19096	6763	2.67939	0.520834	20.5777	4	0
19096	4609	1.53251	0.316514	14.5255	3	0
19096	5819	0.0252060	0.00480317	5.24779	1	0
19096	4195	1.30868	0.253306	10.3328	2	0
19096	23215	0.0477891	0.00844053	5.66186	1	0
19096	8091	3.05452	0.611743	24.9657	5	0
19096	2489	0.263683	0.0524970	5.02283	1	0
19096	4533	5.12452	1.33558	23.0215	6	0
19096	19061	2.36130	0.479758	24.6093	5	0
19096	3933	0.944360	0.211743	8.91985	2	0
19096	5048	0.0140142	0.00374929	3.73784	1	0
19096	11243	5.50152	1.01349	10.8566	2	0
19096	32332	1.77328	0.529391	10.0490	3	0
19096	3751	1.35152	0.253306	10.6710	2	0
19096	1004	0.0408825	0.00754455	5.41881	1	0
19096	5738	0.447716	0.132236	10.1572	3	0
19096	4590	0.0165824	0.00330483	5.01763	1	0
19096	3736	4.07040	0.791668	20.5662	4	0
695	728	2.21982	0.353554	6.27858	1	0
695	10812	0.0134127	0.00257517	5.20848	1	0
695	3018	0.775422	0.125000	6.20337	1	0
695	15546	0.0233900	0.00455696	5.13281	1	0
19278	19957	0.916436	0.172438	5.31460	1	0
19278	54756	0.790487	0.172438	4.58419	1	0
22	3236	0.0258807	0.00498985	5.18668	1	0
22	2810	0.174782	0.0346916	10.0763	2	0
22	3158	0.0613765	0.00947243	6.47948	1	0
22	19378	0.0189450	0.00374929	5.05296	1	0
22	211	0.170395	0.0309423	5.50685	1	0
22	11097	0.168661	0.0309423	5.45081	1	0
22	3914	0.0275798	0.00660966	8.34529	2	0
22	5845	0.0178783	0.00374929	4.76844	1	0
22	4559	0.233457	0.0473856	9.85350	2	0
22	859	0.0191076	0.00374929	5.09634	1	0
22	6424	0.123510	0.0202302	6.10525	1	0
22	22142	0.0167784	0.00330483	5.07694	1	0
22	6153	0.0216516	0.00374929	5.77485	1	0
22	12822	0.0249041	0.00446396	5.57893	1	0
22	6152	0.0215143	0.00374929	5.73823	1	0
22	5734	0.149403	0.0309423	4.82843	1	0
22	5219	0.0178201	0.00374929	4.75293	1	0
22	39653	0.147214	0.0309423	4.75770	1	0
22	3675	0.0161107	0.00330483	4.87489	1	0
22	29073	0.850885	0.150500	5.65371	1	0
22	163	0.0159844	0.00330483	4.83667	1	0
22	4922	1.00130	0.174144	5.74983	1	1
22	58845	0.0191004	0.00446396	4.27881	1	0
22	605	0.151945	0.0309423	4.91058	1	0
22	5729	0.411443	0.0928270	13.2971	3	0
22	5146	0.151463	0.0309423	4.89502	1	0
22	5738	0.150125	0.0309423	4.85177	1	0
22	7429	0.0213227	0.00498985	4.27322	1	0
53	5604	0.731642	0.111112	6.58475	1	1
53	2798	0.385192	0.0588237	6.54824	1	0
53	3328	0.0509380	0.00800195	6.36570	1	0
53	10467	0.297025	0.0458395	6.47969	1	0
53	486	0.149827	0.0279841	5.35401	1	0
53	457	0.643460	0.0999995	6.43463	1	0
53	4738	0.994299	0.221627	4.48637	1	0
53	4864	0.366966	0.0588237	6.23840	1	0
53	633	0.136363	0.0279841	4.87287	1	0
53	116	0.141247	0.0279841	5.04741	1	0
53	4781	0.145528	0.0268497	5.42009	1	0
53	313	0.187638	0.0319172	5.87891	1	0
53	197	0.156240	0.0279841	5.58317	1	0
53	372	0.142697	0.0268497	5.31464	1	0
53	5529	0.298734	0.0518324	5.76345	1	0
53	6323	1.06107	0.217047	4.88865	1	0
53	577	0.0115976	0.00257517	4.50363	1	0
53	48894	0.818284	0.158085	5.17622	1	0
53	6179	1.74407	0.544659	3.20214	1	1
53	4473	3.19641	0.566400	16.9302	3	0
