11000	3157	245	0
11000	176	2295	0
11000	177	2262	0
1100	2	8760	0
1100	12835	8150	0
1100	22	6759	0
11957	4559	6998	0
11957	1671	269	0
11957	11105	6687	0
11957	4771	5934	0
11957	521	1233	0
11957	10677	402	0
11957	4485	7731	0
1102	2255	768	0
1102	914	382	0
2	1100	8760	0
2	272	1372	0
2	2204	9391	0
2	2193	448	0
2	2198	433	0
2	552	9060	0
2	1359	3391	0
2	22	3495	0
2	1114	2701	0
2	1108	3855	0
2	1351	3762	0
2	573	1956	0
2	1346	1285	0
2	1404	3253	0
2	1406	3735	0
2	1403	8901	0
2	2237	279	0
2	515	2783	0
2	1120	656	0
2	1394	9232	0
2	533	2247	0
2	1627	12024	0
2	1148	3243	0
2	1146	561	1
2	531	913	0
2	53	523	0
2	2211	4881	0
2	783	2773	0
2	1618	1445	0
2	776	3206	0
2	1307	373	0
2	880	8663	0
2	341	3293	0
2	884	8915	0
2	887	10237	0
2	337	1868	0
2	350	2126	0
2	2252	3076	0
2	865	608	0
2	2255	3461	0
2	869	2484	0
2	1594	5313	0
2	2251	9375	0
2	1282	2209	0
2	1591	2766	0
2	335	2162	0
2	2241	2283	0
2	1827	3893	0
2	1544	2993	0
2	854	2129	0
2	381	2255	0
2	111	3397	0
2	1542	2148	0
2	382	8490	0
2	832	282	0
2	1080	3257	0
2	836	683	0
2	842	3793	0
2	1075	3797	0
2	687	4082	0
2	956	2218	0
2	408	3570	0
2	1492	9298	0
2	2305	345	0
2	1766	3357	0
2	1488	2989	0
2	401	2181	0
2	2319	2156	0
2	1773	2310	0
2	946	2517	0
2	395	3647	0
2	1479	4061	0
2	2049	8618	0
2	2050	9194	0
2	1776	3092	0
2	2320	284	0
2	1474	9048	0
2	939	8518	0
2	1786	3957	0
2	695	1322	0
2	2027	9066	0
2	1247	8466	0
2	2002	9262	0
2	1251	13270	0
2	2341	2154	0
2	446	844	0
2	2100	3501	0
2	2344	2667	0
2	918	8764	0
2	914	3107	0
2	1508	3279	0
2	2355	800	0
2	185	958	0
2	2357	3410	0
2	905	6068	0
2	1265	9209	0
2	2361	3824	0
2	2360	8638	0
2	661	7064	0
2	1516	1571	0
2	2363	616	0
2	1513	9067	0
2	898	310	0
2	2366	3408	0
2	1759	3032	0
2	205	4176	0
2	1153	3289	0
2	1426	10030	0
2	1430	13130	0
2	475	2138	0
2	1970	5291	0
2	2141	2261	0
2	1010	3688	0
2	469	540	0
2	222	2363	0
2	1414	2433	0
2	1174	1910	1
2	993	3369	0
2	2398	8749	0
2	1725	2015	0
2	209	2187	0
2	756	8709	0
2	211	2273	0
2	1940	2704	0
2	1671	9127	0
2	2413	392	0
2	1948	2152	0
2	1468	8762	0
2	1198	2157	0
2	728	1412	0
2	1203	1537	0
2	1440	2267	0
2	1201	3429	0
2	1923	3142	0
2	1922	2125	0
2	2428	8810	0
2	2159	9269	0
2	1695	2138	0
2	483	2428	0
2	241	3410	0
2204	12942	228	0
2204	2	9391	0
2204	1201	7023	0
2204	323	8616	0
2204	918	1503	0
2204	28366	179	0
2204	1351	6432	0
2204	39729	1442	0
2204	1394	344	0
2193	1307	321	0
2193	2	448	0
2193	414	1174	0
2193	475	2101	0
2193	854	2091	0
2193	446	802	0
2193	111	3305	0
2193	1542	2111	0
2193	520	2834	0
2193	1201	3359	0
2193	2363	552	0
2193	1725	1955	0
2193	11032	1842	0
2193	24266	2104	0
2193	241	3294	0
19541	43679	917	0
2198	2	433	0
1114	205	6666	0
1114	956	1377	0
1114	2	2701	0
1114	2821	297	0
1114	854	1160	0
1114	3123	550	0
1114	111	1607	0
1114	1010	1583	0
1114	401	1382	0
1114	469	2302	0
1114	395	1027	0
1114	1479	1382	0
1114	6892	648	0
1114	1174	2451	0
1114	1075	1112	0
22	956	2048	0
22	1100	6759	0
22	1307	3563	0
22	4947	6769	0
22	341	1357	0
22	2	3495	0
22	1010	1720	0
22	4958	5928	0
22	4956	6753	0
22	395	1045	0
22	4930	1520	0
22	4929	896	0
22	2798	1213	0
22	1174	2960	0
22	3206	2270	0
22	267	2223	0
22	3480	713	0
22	4936	2987	0
22	4994	1027	0
22	4753	1349	0
22	4916	898	0
22	576	1732	0
22	4913	880	0
22	4435	1255	0
22	854	1972	0
22	4914	3419	0
22	381	2008	0
22	918	6409	0
22	4985	732	0
22	111	1294	0
22	4989	3183	0
22	4771	711	0
22	4923	1400	0
22	1394	6723	0
22	4902	1165	0
22	1201	1144	0
22	4793	1009	0
22	531	2948	0
22	4860	3412	0
22	842	870	0
22	1075	839	0
22	661	5684	0
22	540	1094	0
22	247	3797	0
22	1695	1968	0
22	1618	3163	0
22	241	4141	0
4390	2255	3374	1
4390	4467	1812	0
4390	1108	4529	0
4390	4517	3528	0
4390	209	2136	0
1108	205	757	1
1108	3167	4424	0
1108	408	7159	0
1108	2	3855	0
1108	5556	4194	0
1108	3400	7277	1
1108	680	825	0
1108	5908	8375	0
1108	4478	3754	0
1108	1010	7303	0
1108	401	5758	0
1108	4956	10896	0
1108	4283	329	1
1108	221	4078	0
1108	865	4015	1
1108	2255	7132	2
1108	3813	7292	0
1108	4390	4529	0
1108	28399	5139	0
1108	5169	3961	0
1108	4517	7217	0
1108	3137	6172	0
1108	756	11444	0
1108	1827	431	1
1108	578	7652	0
1108	10730	5925	0
1108	174	1261	0
1108	854	5770	0
1108	8704	326	0
1108	4914	3946	0
1108	446	4323	0
1108	3123	6428	1
1108	111	7030	0
1108	4496	7365	0
1108	914	6763	0
1108	1256	3592	0
1108	1440	2901	0
1108	1201	7071	0
1108	4793	7844	0
1108	6756	5995	0
1108	1075	7482	0
1108	6220	4561	0
1108	486	5731	0
18446	106815	103	47
5479	1174	4245	0
3279	1430	6550	0
3273	381	209	0
3273	350	285	5
3273	6139	576	0
3273	401	274	0
3273	11032	786	0
4398	578	7199	0
4398	124	6376	1
4398	1346	6382	0
10971	39452	163	1
10971	10107	860	0
10971	175	585	1
10971	10904	1574	0
10971	2360	173	0
10971	49920	925	0
10971	10928	379	2
10971	379	316	0
35	2810	326	0
35	491	236	0
35	4994	1860	0
35	4632	491	3
4368	4855	713	0
19580	854	13355	0
19580	1174	12231	0
19580	381	13539	0
19580	242	13399	0
19580	39750	10309	0
19580	39729	9332	0
19580	1394	10321	0
2237	2	279	0
10962	10107	881	9
10962	175	1277	0
10962	10928	1138	0
19574	1174	2222	0
1120	2	656	0
138741	110523	292	0
1148	8703	216	1
1148	341	827	0
1148	2	3243	0
1148	1174	2696	0
1148	918	7015	0
1148	111	1651	0
3299	3105	647	13
1146	2	561	1
1146	3106	577	3
1146	1176	235	0
1146	4594	674	0
53	956	2432	0
53	1307	335	0
53	6195	260	0
53	2	523	0
53	6199	276	0
53	4883	2517	0
53	401	2406	0
53	130	640	0
53	6207	1065	0
53	395	3560	0
53	5604	262	1
53	322	2928	0
53	6182	265	0
53	1174	1993	0
53	4936	1109	0
53	756	8469	0
53	444	3609	0
53	854	2328	0
53	446	886	0
53	111	3308	0
53	382	8249	0
53	4771	3889	0
53	1201	3434	0
53	1075	3731	0
53	124	975	0
53	898	278	0
53	241	3286	0
18478	1010	233	0
2211	395	2682	0
2211	2	4881	0
2211	1010	1764	0
2211	382	5169	0
2211	552	5635	0
10940	175	607	0
19481	3486	253	1
10938	10107	3815	0
10938	175	3727	2
4466	4467	1128	0
4466	4879	1176	0
4466	4819	1036	0
4466	4478	147	1
48860	1274	1779	0
4467	3463	1288	1
4467	5556	1380	0
4467	4466	1128	0
4467	4390	1812	0
4467	4478	1122	0
4467	914	2772	1
4467	5576	1592	2
49624	1351	1149	9
4478	578	4065	0
4478	4466	147	1
4478	4467	1122	0
4478	1108	3754	0
3227	3165	786	15
3227	12876	874	0
10928	10107	1122	0
10928	10971	379	2
10928	10911	374	0
10928	39605	456	0
10928	39604	617	0
10928	10147	384	0
10928	175	884	0
10928	39584	695	1
10928	10904	1837	0
10928	25059	614	0
10928	10962	1138	0
10928	379	620	0
3228	2685	1098	9
3229	956	633	0
3229	578	1923	0
3229	11105	1297	0
3229	854	388	0
3229	2714	377	0
3229	1542	367	0
3229	1948	391	0
3229	4771	1916	0
3229	947	640	0
3229	533	504	5
3229	5267	534	50
3229	4690	430	7
3229	1174	2321	0
3229	4879	2745	0
3229	4730	1740	0
3229	1075	1736	0
3229	267	795	1
3229	244	2208	0
2252	2	3076	0
2255	205	7393	0
2255	956	1751	0
2255	2	3461	0
2255	1102	768	0
2255	5556	3313	0
2255	3157	1521	0
2255	1010	1072	0
2255	4956	7114	0
2255	4141	1668	0
2255	947	1655	0
2255	4589	6370	0
2255	865	3532	0
2255	221	3389	0
2255	1174	2888	0
2255	4390	3374	1
2255	1108	7132	2
2255	3074	1076	0
2255	4517	1387	2
2255	3888	1770	2
2255	209	1772	1
2255	19048	1203	0
2255	3349	1704	0
2255	3914	1749	0
2255	4161	1383	0
2255	854	1658	0
2255	4914	3348	0
2255	585	2173	0
2255	4770	6899	0
2255	914	982	2
2255	4771	934	0
2255	521	6064	2
2255	11556	840	0
2255	4501	387	1
2255	522	725	0
2255	3870	1750	0
2255	1203	3667	0
2255	116	1823	0
2255	1201	1181	0
2255	2357	4866	0
2255	4896	450	3
2255	28366	7176	0
2255	540	396	0
2255	486	1736	0
2255	4855	3227	0
1052	291	3558	0
1052	4879	1310	0
1052	1075	3730	0
1052	350	2078	0
1052	241	3365	0
2251	2	9375	0
3207	44200	101	0
3207	341	970	0
3207	1075	147	0
3206	22	2270	0
3206	241	4580	0
2241	956	362	0
2241	2	2283	0
2241	1201	1622	0
2241	854	452	0
2241	10837	206	4
2241	401	261	2
2241	5717	548	16
2241	483	510	1
19459	956	379	0
19459	267	531	0
10911	10107	852	0
10911	175	567	0
10911	25059	269	0
10911	10928	374	0
101	6199	1316	0
101	3703	2344	0
5406	1426	5163	0
5406	1356	2494	0
5406	1201	11004	0
5406	1430	1982	2
5406	38878	4523	1
5406	854	12102	0
5406	19174	5389	0
5406	4956	4688	0
98	533	533	1
98	551	489	0
98	138	541	8
98	491	489	0
98	515	1564	3
98	350	407	15
98	335	345	4
98	267	588	3
98	4893	1142	0
98	521	7019	2
98	135	1483	1
98	211	561	0
4435	19096	954	0
4435	1153	499	0
4435	1940	1507	0
4435	11105	1015	0
4435	4161	1166	0
4435	918	6779	0
4435	4985	985	0
4435	11349	3612	0
4435	469	3044	0
4435	4771	942	0
4435	1394	7127	0
4435	4663	322	0
4435	1080	326	0
4435	1201	1126	0
4435	1594	2214	0
4435	1174	2824	0
4435	5808	628	0
4435	22	1255	0
4435	4820	4028	0
4435	2909	351	0
4435	241	4387	0
10904	10107	2109	0
10904	10971	1574	0
10904	175	1982	0
10904	10928	1837	0
8704	205	457	0
8704	1440	2869	0
8704	680	567	0
8704	1108	326	0
8704	111	7290	0
8704	1827	124	3
8704	1256	3588	0
3252	854	2418	0
3252	741	932	11
19510	10412	784	0
111	6195	3447	0
111	551	2269	0
111	2	3397	0
111	272	3374	0
111	6199	3434	0
111	2193	3305	0
111	401	2394	0
111	130	3185	0
111	825	2340	0
111	6207	2877	0
111	552	6375	0
111	395	1124	0
111	22	1294	0
111	1114	1607	0
111	267	2502	0
111	1108	7030	0
111	8703	1564	0
111	786	1151	0
111	446	3123	0
111	313	3252	0
111	1256	4230	0
111	3180	1108	0
111	1148	1651	0
111	53	3308	0
111	1618	3136	0
111	898	3437	0
111	205	7252	0
111	1153	1518	0
111	1307	3419	0
111	341	1596	0
111	475	2246	0
111	4815	3490	0
111	1010	2002	0
111	469	3102	0
111	221	3290	0
111	2657	3301	0
111	3087	2832	0
111	335	2428	0
111	753	3421	0
111	211	2250	0
111	1827	7175	0
111	578	868	0
111	854	2247	0
111	8704	7290	0
111	381	2310	0
111	382	5880	0
111	226	2085	0
111	728	2366	0
111	1440	4709	0
111	1201	1343	0
111	491	2262	0
111	1075	1010	0
111	6220	2951	0
111	247	3736	0
111	124	3134	0
111	726	6056	0
111	241	4080	0
6594	119	3088	0
6594	578	3856	0
6594	4485	2180	1
119	222	2357	0
119	1019	2515	0
119	5556	2928	1
119	1174	2918	0
119	1010	1237	0
119	6594	3088	0
1080	1153	366	0
1080	8703	196	0
1080	341	829	0
1080	2	3257	0
1080	4435	326	0
1080	854	1195	0
1080	918	7005	0
116	5230	184	10
116	408	1715	1
116	578	2427	0
116	138	391	1
116	141	378	6
116	515	1395	7
116	585	2035	0
116	6139	511	7
116	3703	298	5
116	4501	1904	0
116	135	1296	7
116	3574	361	7
116	2255	1823	0
116	5812	346	50
116	490	235	8
116	5236	282	47
116	3817	229	4
116	633	1026	14
116	384	1567	0
116	148	217	10
116	209	195	1
116	180	210	10
18534	106940	102	0
106815	18446	103	47
1086	3817	1899	0
112	3870	343	3
112	854	305	0
112	483	346	0
112	211	319	0
1075	956	2067	0
1075	408	1423	0
1075	2	3797	0
1075	401	2105	0
1075	1773	2300	0
1075	395	547	0
1075	1479	324	0
1075	4761	1999	0
1075	22	839	0
1075	1114	1112	0
1075	1353	1168	0
1075	1108	7482	0
1075	10730	2030	0
1075	10727	2208	0
1075	2707	128	0
1075	44200	127	0
1075	909	1886	0
1075	53	3731	0
1075	1516	2654	0
1075	11096	2216	0
1075	776	3634	0
1075	205	7709	0
1075	1153	777	0
1075	341	910	0
1075	14869	1827	0
1075	1010	1304	0
1075	469	3390	0
1075	3229	1736	0
1075	1052	3730	0
1075	1594	2191	0
1075	1174	3034	0
1075	3207	147	0
1075	756	5856	0
1075	211	1928	0
