776	2810	0.00346127	1	1.00000	0
776	401	0.212285	1	1.00000	0
776	573	0.0383061	1	1.00000	0
776	14446	0.00346127	1	1.00000	0
776	113789	0.0876837	1	1.00000	0
776	535	0.0766122	2	1.00000	0
776	28899	0.00346127	1	1.00000	0
776	10822	0.0155747	1	1.00000	0
776	547	0.0383061	1	1.00000	0
776	3073	0.352840	2	2.00000	0
776	4664	0.00346127	1	1.00000	0
776	456	0.0383061	1	1.00000	0
776	33834	0.00330483	1	1.00000	0
776	32386	0.0120043	1	1.00000	0
776	104648	0.107177	1	1.00000	0
10971	2398	0.118436	1	1.00000	1
10971	39556	0.0462977	1	1.00000	1
10971	175	0.492458	1	1.00000	1
10971	39613	0.103119	1	1.00000	0
10971	10928	0.00555637	1	1.00000	1
10971	39452	0.0821618	1	1.00000	1
10971	39746	0.00555637	1	1.00000	0
10971	105716	0.00555637	1	1.00000	0
10971	149041	0.00555637	1	1.00000	0
10971	10955	0.353553	1	1.00000	0
10971	10001	0.0878454	2	2.00000	1
10971	10002	0.0900562	1	1.00000	0
10971	139598	0.214645	1	1.00000	0
10971	103596	0.00555637	1	1.00000	0
10971	10140	0.0420833	1	1.00000	0
10971	10898	0.00555637	1	1.00000	0
10971	39631	0.0812676	1	1.00000	0
10971	39618	0.182895	1	1.00000	0
10971	55802	0.0731217	1	1.00000	1
10971	56647	0.0111127	2	1.00000	0
10971	54742	0.00555637	1	1.00000	0
10971	128096	0.0448283	1	1.00000	0
10971	39185	0.00555637	1	1.00000	0
10971	1649	2.58423	8	8.00000	1
18931	4956	0.0119629	1	1.00000	0
18931	39561	0.0637142	1	1.00000	0
18931	1400	0.184361	1	1.00000	0
18931	175	0.115386	1	1.00000	0
18931	39619	0.0563783	1	1.00000	0
18931	105321	0.0620210	1	1.00000	0
18931	113232	0.0140435	1	1.00000	0
18931	49920	0.0232499	1	1.00000	0
18931	107863	0.926215	1	1.00000	1
18931	149121	0.329841	2	2.00000	0
18931	38185	0.0500104	1	1.00000	0
18931	39723	0.0146385	1	1.00000	0
18931	10145	0.0177856	1	1.00000	0
18931	10956	0.500000	1	1.00000	0
18931	54836	0.0131020	1	1.00000	0
18931	102071	0.00731664	1	1.00000	0
18931	54834	0.0362362	1	1.00000	0
18931	102893	0.00731664	1	1.00000	0
18931	149130	0.00731664	1	1.00000	0
18931	14788	0.0681804	1	1.00000	0
18931	15680	0.0113314	1	1.00000	0
620	12835	0.293627	1	1.00000	1
620	38167	2.81121	5	2.95663	1
620	38346	0.975009	9	1.91085	0
620	103549	0.202436	2	1.00000	0
620	130004	0.165264	1	1.00000	0
620	38275	0.323479	3	1.98828	0
620	38172	0.708527	7	1.00000	0
620	178449	0.844757	8	2.88646	0
620	128434	0.165264	1	1.00000	0
620	59724	0.101218	1	1.00000	0
620	101529	0.165264	1	1.00000	0
49918	39750	0.111111	1	1.00000	0
49918	56332	20.9198	44	25.2462	1
49918	10610	0.223185	2	1.00000	0
49918	49938	0.355383	3	3.00000	0
49918	10616	0.244272	2	2.00000	1
49918	6903	0.111111	1	1.00000	1
49918	54444	0.446369	4	1.00000	0
49918	1135	0.243791	2	2.00000	0
49918	6794	0.132680	1	1.00000	1
49918	7070	0.0415320	1	1.00000	1
49918	11930	0.0415320	1	1.00000	0
49918	45056	0.111111	1	1.00000	0
2	1174	0.0725851	1	1.00000	1
2	1146	0.0725851	1	1.00000	1
2	10446	0.584695	1	1.00000	0
2	1557	0.0503996	1	1.00000	1
2	5468	0.0503996	1	1.00000	0
19096	588	0.0325570	2	2.00000	0
19096	3756	0.366920	3	3.00000	0
19096	2810	0.125000	1	1.00000	0
