776	2810	1
776	401	1
776	573	1
18931	4956	1
18931	39561	1
49918	39750	1
19096	588	2
19096	3756	4
19096	2810	2
19096	19404	1
19096	350	2
19096	521	1
19096	267	1
19096	4794	1
695	728	1
22	3236	1
22	2810	2
53	2798	1
53	3328	1
53	10467	1
1174	1146	1
1174	4794	1
576	3756	1
576	2810	1
576	534	1
472	3328	1
472	29557	1
19177	19955	2
588	1108	1
588	3756	2
588	337	3
588	2810	2
588	19404	1
588	350	3
588	4989	2
588	267	3
588	6156	1
588	573	1
588	18898	1
588	4794	1
1198	18898	1
819	842	1
819	267	2
819	956	6
491	2810	1
491	350	1
491	267	1
1108	3756	1
1108	2810	1
1108	4989	3
1108	267	1
1108	6156	2
1108	573	1
19194	109236	1
551	2810	1
19456	5479	2
3756	337	3
3756	2810	2
3756	19404	1
3756	401	2
3756	350	2
3756	521	1
3756	267	1
3756	4794	1
337	401	3
337	350	1
337	4989	2
337	4794	2
2810	19404	1
2810	4989	2
2810	267	1
2810	6156	1
2810	18898	1
2810	4794	2
39729	111011	2
3486	16936	1
19404	1766	1
19404	267	4
19404	4794	2
401	4989	1
401	1766	1
401	573	3
401	18898	3
350	6156	1
18584	521	1
3463	2798	1
2798	1146	1
469	267	1
469	573	1
521	4989	1
521	1766	3
4989	4794	3
1766	267	1
1766	6156	1
11019	18898	1
109236	111011	1
267	18898	5
267	4794	1
6156	4794	1
956	2704	2
956	573	1
573	1594	1
573	4794	1
10467	5479	1
29557	5479	2
4466	4794	1
