776	2810	0.0101653	1	1.00000	0
776	401	0.348220	1	1.00000	0
776	573	0.0735787	1	1.00000	0
776	14446	0.0101653	1	1.00000	0
776	113789	0.346480	1	1.00000	0
10971	2398	0.209987	1	1.00000	1
10971	39556	0.145148	1	1.00000	1
10971	175	0.799541	1	1.00000	1
10971	39613	0.263901	1	1.00000	0
10971	10928	0.0227757	1	1.00000	1
10971	39452	0.168937	1	1.00000	1
10971	39746	0.0227757	1	1.00000	0
10971	105716	0.0227757	1	1.00000	0
18931	4956	0.0360218	1	1.00000	0
18931	39561	0.272164	1	1.00000	0
18931	1400	0.287371	1	1.00000	0
18931	175	0.302480	1	1.00000	0
18931	39619	0.154887	1	1.00000	0
18931	105321	0.217069	1	1.00000	0
18931	113232	0.0427332	1	1.00000	0
18931	49920	0.0916196	1	1.00000	0
620	12835	0.462473	1	1.00000	1
620	38167	2.81121	5	2.95663	1
620	38346	2.40612	9	1.91085	0
49918	39750	0.200000	1	1.00000	0
49918	56332	21.9547	44	25.2462	1
49918	10610	0.428261	2	1.00000	0
49918	49938	0.762350	3	3.00000	0
2	1174	0.110184	1	1.00000	1
2	1146	0.110184	1	1.00000	1
19096	588	0.0674676	2	2.00000	0
19096	3756	0.560593	3	3.00000	0
19096	2810	0.250001	1	1.00000	0
19096	19404	0.250001	1	1.00000	0
19096	401	0.0220282	1	1.00000	1
19096	350	0.136898	2	2.00000	0
19096	521	0.0220282	1	1.00000	0
19096	267	0.0220282	1	1.00000	0
19096	4794	0.0666667	1	1.00000	0
19096	4879	0.0392235	1	1.00000	0
19096	4678	0.0172628	1	1.00000	0
19096	18352	0.0574334	1	1.00000	0
19096	11096	0.0302342	1	1.00000	0
19096	490	0.0466091	1	1.00000	0
19096	211	0.103119	1	1.00000	0
19096	460	0.0142969	1	1.00000	0
19096	515	0.0239696	1	1.00000	0
19096	11097	0.0426811	1	1.00000	0
19096	138	0.0220282	1	1.00000	0
19096	5576	0.0228935	2	1.00000	0
19096	3817	0.0375249	1	1.00000	0
19096	8703	1.46229	5	5.00000	1
19096	6248	0.333334	1	1.00000	0
19096	335	0.0220282	1	1.00000	0
19096	384	0.0655102	1	1.00000	0
19096	19537	0.0114467	1	1.00000	0
19096	43981	0.0524434	1	1.00000	0
19096	6296	0.0466091	1	1.00000	0
695	728	0.529134	1	1.00000	0
695	10812	0.0105794	1	1.00000	0
695	3018	0.333334	1	1.00000	0
19278	19957	0.433013	1	1.00000	0
22	3236	0.0197997	1	1.00000	0
22	2810	0.139521	2	2.00000	0
22	3158	0.0239849	1	1.00000	0
22	19378	0.0107979	1	1.00000	0
22	211	0.128723	1	1.00000	0
22	11097	0.128723	1	1.00000	0
22	3914	0.0228935	2	1.00000	0
22	5845	0.0107979	1	1.00000	0
22	4559	0.0172437	1	1.00000	0
53	5604	0.250001	1	1.00000	1
53	2798	0.0999995	1	1.00000	0
53	3328	0.0157554	1	1.00000	0
53	10467	0.0890943	1	1.00000	0
53	486	0.0586575	1	1.00000	0
53	457	0.333334	1	1.00000	0
53	4738	0.358642	1	1.00000	0
53	4864	0.0999995	1	1.00000	0
53	633	0.0586575	1	1.00000	0
53	116	0.0586575	1	1.00000	0
53	4781	0.0588814	1	1.00000	0
53	313	0.0952100	1	1.00000	0
53	197	0.0586575	1	1.00000	0
1174	2798	0.0373807	1	1.00000	1
1174	1146	0.110184	1	1.00000	0
1174	4794	0.0114467	1	1.00000	0
1174	3631	0.0788632	1	1.00000	0
1174	3165	0.166667	1	1.00000	0
1174	4738	0.0417553	1	1.00000	0
1174	6278	0.0105794	1	1.00000	0
1174	19755	0.0105794	1	1.00000	0
1174	125152	0.0324638	1	1.00000	0
1174	5739	0.0635740	1	1.00000	0
1174	38428	0.0107336	1	1.00000	0
1174	865	0.110184	1	1.00000	0
576	3756	0.0247060	1	1.00000	0
576	2810	0.0107979	1	1.00000	0
576	534	0.235235	1	1.00000	0
576	531	0.0107979	1	1.00000	0
576	4390	0.0107979	1	1.00000	0
576	406	0.176203	1	1.00000	0
576	4517	0.0262484	1	1.00000	0
576	3703	0.0107979	1	1.00000	0
576	533	0.0328426	1	1.00000	0
576	503	0.0688772	1	1.00000	0
576	313	0.0118168	1	1.00000	0
576	5845	0.0209179	1	1.00000	0
576	4896	0.0373807	1	1.00000	0
576	112	0.0107979	1	1.00000	0
578	4730	2.05226	9	5.89385	1
578	4738	1.61558	6	2.97158	1
578	3228	0.582413	3	1.98828	0
578	2685	0.723828	4	2.00000	0
578	3207	0.0347763	1	1.00000	0
578	237	0.474249	2	1.00000	0
11067	10812	0.0441444	1	1.00000	0
11067	4141	0.0964269	1	1.00000	0
756	1384	0.955620	1	1.00000	1
472	3328	0.0237356	1	1.00000	0
472	10467	72.7956	178	59.1784	1
472	29557	0.0890943	1	1.00000	0
472	4864	0.0586575	1	1.00000	0
472	4815	0.0105794	1	1.00000	0
472	1120	0.115713	1	1.00000	0
472	633	0.0586575	1	1.00000	0
472	460	0.0105794	1	1.00000	0
472	6278	0.0586575	1	1.00000	0
472	18190	0.0586575	1	1.00000	0
472	135	0.0328938	1	1.00000	0
472	81384	0.0586575	1	1.00000	0
472	119	0.0586575	1	1.00000	0
472	18426	0.236395	1	1.00000	0
1695	3439	0.0101653	1	1.00000	0
