563250	0.00000
1126501	0.00000
1126517	0.00000
563237	0.00000
563241	0.00000
1126523	0.00000
563217	0.00000
563220	0.00000
1126467	0.00000
1126493	0.00000
1126494	0.00000
1126489	0.00000
1126433	0.00000
3918043	0.00000
1126443	0.00000
1126440	0.00000
563324	0.00000
1126447	0.693147
2816170	0.636514
563299	0.693147
1126455	0.00000
1126453	0.693147
563308	0.00000
5632416	0.00000
563285	0.00000
563280	0.00000
1126406	0.00000
563293	0.00000
1126408	0.00000
563289	0.693147
1126412	0.00000
1126414	0.00000
2252966	0.00000
1126421	1.09861
2816131	0.00000
2816128	0.00000
563274	0.00000
1126431	0.00000
5632368	0.00000
563390	0.00000
563391	0.00000
1126628	0.00000
563380	0.00000
1126652	0.00000
563362	0.00000
563361	0.00000
563353	0.00000
1681660	0.00000
1126603	0.693147
563345	0.00000
2816092	0.00000
2252906	0.00000
2816071	0.00000
563339	0.00000
563448	0.00000
1126584	0.693147
563432	0.00000
563429	1.09861
563428	0.693147
1126583	0.00000
2816044	0.693147
1126580	0.00000
563416	0.00000
1126540	0.00000
2816020	0.00000
1126531	0.00000
1126533	0.00000
1126559	0.00000
5632256	0.00000
563392	0.00000
1126548	0.00000
2816493	0.00000
563495	0.00000
1126779	0.00000
563518	0.636514
1126750	0.00000
563466	0.00000
563465	0.00000
1126722	0.00000
1126733	0.00000
563487	0.00000
1126728	0.00000
563557	0.00000
1126705	0.00000
1126706	0.00000
5632172	0.00000
563561	0.00000
563563	0.00000
1126689	0.00000
563573	0.00000
1126701	0.00000
563578	0.00000
1126674	0.00000
563524	0.00000
2816395	0.00000
563525	0.00000
563520	0.00000
563534	0.00000
1126687	0.00000
563528	0.00000
563542	0.00000
2816356	0.00000
563626	0.562335
563631	0.00000
563643	0.693147
2816371	0.00000
1126888	0.00000
563646	0.00000
563637	0.00000
1126882	0.00000
1126883	0.00000
1126871	0.00000
563591	0.00000
1126865	0.00000
1126860	0.00000
1126853	0.00000
1126848	0.00000
563605	0.00000
1126846	0.00000
563684	0.00000
563680	0.00000
1126825	0.00000
563707	0.00000
563700	0.00000
563697	0.00000
563655	0.00000
2816272	0.00000
1126792	0.00000
1126793	0.00000
1126786	0.00000
563733	0.00000
563729	0.00000
1126983	0.00000
1126982	0.00000
1126984	0.00000
563717	0.00000
563719	0.00000
1126995	0.00000
1126996	0.693147
1127000	0.00000
563720	0.693147
563767	0.00000
1127008	0.00000
1127013	0.693147
563775	0.00000
3918480	0.00000
1127020	0.00000
1127035	0.00000
563754	0.00000
563776	0.00000
563781	1.09861
1126930	1.09861
1126931	0.00000
563785	0.693147
1126942	0.00000
1126936	0.00000
563791	0.693147
563825	0.00000
1126953	0.00000
1681924	0.00000
1126967	0.00000
5632928	0.00000
1126971	1.09861
563821	0.00000
563866	0.00000
1127110	0.00000
563853	0.00000
563847	0.00000
1127123	0.00000
563846	0.00000
5632884	0.00000
563894	0.00000
563891	0.00000
563889	0.00000
563882	0.00000
563877	0.00000
1127152	0.00000
563875	0.00000
1127158	0.00000
563933	0.00000
1127049	0.00000
563935	0.00000
563920	0.693147
1127040	0.00000
563925	0.562335
1127067	0.00000
1127060	0.693147
563911	0.00000
563965	0.693147
1127081	0.00000
563959	0.00000
1127075	0.00000
563946	0.693147
1127101	0.00000
1127098	0.00000
1127097	0.00000
1127096	0.693147
563939	0.00000
563938	0.00000
1127088	1.38629
1127251	0.00000
563972	0.00000
563980	0.00000
563981	0.00000
563987	0.00000
563999	0.00000
1127240	0.636514
1127247	0.00000
2817006	0.693147
1127288	0.00000
3918727	0.00000
564009	0.00000
1127268	0.00000
564018	0.00000
3918746	0.00000
1127272	0.00000
564031	1.33218
1127276	0.00000
1127278	0.00000
1127191	1.05492
1127186	0.00000
1127187	0.00000
564037	0.00000
5632664	0.00000
1127174	0.00000
564048	0.00000
1127182	0.00000
1127224	0.636514
564078	0.693147
3363828	0.00000
564080	0.00000
564084	0.00000
564095	0.693147
564110	0.00000
564107	0.00000
564097	0.00000
564127	0.00000
1127368	0.00000
564125	1.38629
1127374	0.693147
1127372	0.00000
5632604	0.00000
1127366	0.00000
564114	0.00000
564133	0.00000
1127414	0.00000
1682396	0.00000
564184	0.00000
1127305	0.00000
564189	0.00000
564181	0.00000
564204	0.00000
1127354	0.00000
564192	0.00000
564196	0.693147
1127341	1.09861
564219	0.00000
1127337	0.00000
1127338	1.09861
564222	0.00000
564223	0.00000
564208	0.693147
564347	0.636514
564346	0.00000
1127468	0.00000
564339	0.00000
1127483	0.00000
1127485	0.00000
1127478	0.00000
564322	0.00000
564323	0.00000
564320	0.00000
564313	0.00000
564312	0.00000
1127425	0.00000
1127426	0.00000
564306	0.00000
564297	0.00000
1127535	0.00000
1127531	1.38629
564275	0.00000
2254031	0.00000
564273	0.00000
564279	0.00000
2817253	0.00000
564257	0.00000
1127537	0.00000
564248	0.00000
564243	0.00000
564237	0.00000
1127513	0.693147
1127511	1.38629
1127588	1.05492
564477	0.00000
1682588	0.00000
1127603	0.00000
1127601	1.09861
1127609	0.00000
1127554	0.693147
564432	0.00000
1127558	0.00000
1127563	0.00000
564440	0.00000
1127566	0.00000
564418	0.00000
564429	0.00000
1127576	0.00000
564431	0.00000
1127654	0.00000
564406	0.00000
1127648	0.00000
1127649	0.00000
1127656	0.00000
564391	0.00000
3363888	0.00000
564398	0.00000
564396	0.00000
1127672	0.00000
1127616	0.00000
1127617	0.00000
564378	0.00000
564379	0.693147
564382	0.00000
1127639	0.00000
564356	0.00000
1127632	1.09861
1127645	0.00000
564364	0.00000
5633184	0.00000
1127728	0.00000
5633192	0.00000
1127723	0.00000
1127722	0.00000
1127713	0.693147
1127714	0.693147
1127717	0.693147
564593	0.00000
564592	0.00000
1127719	0.00000
1127707	0.00000
1127704	0.00000
564557	0.693147
1127709	0.693147
564550	0.00000
564575	0.00000
1682748	0.00000
564568	0.00000
1127681	0.00000
564564	0.00000
564562	0.00000
1127807	0.00000
1127798	0.693147
564517	0.00000
1127788	0.00000
1127784	0.693147
2254286	0.693147
564491	0.00000
1127768	0.693147
1127769	0.00000
564482	0.00000
1127762	0.693147
1127761	0.00000
1127757	1.09861
564504	0.00000
564511	0.00000
1127751	0.00000
1127746	1.03972
564705	0.00000
564717	0.00000
564718	0.00000
564722	0.693147
1127826	0.00000
5633032	0.00000
1127812	0.693147
564699	0.00000
564696	0.00000
564643	0.636514
564646	0.00000
564650	0.00000
1127929	0.00000
564661	0.00000
564666	0.00000
564668	0.00000
1127900	0.693147
1127898	0.00000
1127878	0.00000
1682932	0.00000
564627	0.00000
1127876	0.00000
564630	0.00000
3919164	0.00000
1127887	0.00000
1127882	0.00000
564825	0.00000
564824	0.00000
1127937	0.00000
1127938	0.693147
2817671	0.00000
564809	0.00000
1127982	0.00000
1127980	0.693147
1127970	0.00000
564846	0.693147
1127989	0.693147
564838	0.00000
1127986	0.00000
1127987	1.09861
564766	1.09861
1128005	0.00000
564755	0.00000
1683060	0.00000
564749	0.00000
1128018	0.00000
1128019	0.00000
1128021	0.693147
564792	0.00000
1128044	0.00000
564786	0.562335
564782	0.00000
1128056	0.00000
564779	0.00000
564775	0.693147
564773	0.693147
