776	2810	0.0112508	1	1.00000	0
776	401	0.348220	1	1.00000	0
776	573	0.0752522	1	1.00000	0
776	14446	0.0112508	1	1.00000	0
776	113789	0.396572	1	1.00000	0
10971	2398	0.209987	1	1.00000	1
10971	39556	0.145148	1	1.00000	1
10971	175	0.799541	1	1.00000	1
10971	39613	0.263902	1	1.00000	0
10971	10928	0.0239620	1	1.00000	1
10971	39452	0.168936	1	1.00000	1
10971	39746	0.0239620	1	1.00000	0
10971	105716	0.0239620	1	1.00000	0
18931	4956	0.0426130	1	1.00000	0
18931	39561	0.349498	1	1.00000	0
18931	1400	0.328689	1	1.00000	0
18931	175	0.302480	1	1.00000	0
18931	39619	0.154887	1	1.00000	0
18931	105321	0.217069	1	1.00000	0
18931	113232	0.0493601	1	1.00000	0
18931	49920	0.0916193	1	1.00000	0
620	12835	0.462473	1	1.00000	1
620	38167	2.81121	5	2.95663	1
620	38346	2.42899	9	1.91085	0
49918	39750	0.250000	1	1.00000	0
49918	56332	22.0825	44	25.2462	1
49918	10610	0.428260	2	1.00000	0
49918	49938	0.812350	3	3.00000	0
2	1174	0.157833	1	1.00000	1
2	1146	0.157833	1	1.00000	1
19096	588	0.0674674	2	2.00000	0
19096	3756	0.561174	3	3.00000	0
19096	2810	0.250000	1	1.00000	0
19096	19404	0.250000	1	1.00000	0
19096	401	0.0220282	1	1.00000	1
19096	350	0.136898	2	2.00000	0
19096	521	0.0220282	1	1.00000	0
19096	267	0.0220282	1	1.00000	0
19096	4794	0.0666667	1	1.00000	0
19096	4879	0.0392234	1	1.00000	0
19096	4678	0.0179928	1	1.00000	0
19096	18352	0.0598548	1	1.00000	0
19096	11096	0.0302343	1	1.00000	0
19096	490	0.0466089	1	1.00000	0
19096	211	0.103119	1	1.00000	0
19096	460	0.0148786	1	1.00000	0
19096	515	0.0239696	1	1.00000	0
19096	11097	0.0426809	1	1.00000	0
19096	138	0.0220282	1	1.00000	0
19096	5576	0.0233380	2	1.00000	0
19096	3817	0.0375249	1	1.00000	0
19096	8703	1.47236	5	5.00000	1
19096	6248	0.333333	1	1.00000	0
19096	335	0.0220282	1	1.00000	0
19096	384	0.0655101	1	1.00000	0
19096	19537	0.0116690	1	1.00000	0
19096	43981	0.0524436	1	1.00000	0
19096	6296	0.0466089	1	1.00000	0
695	728	0.529134	1	1.00000	0
695	10812	0.0111764	1	1.00000	0
695	3018	0.333333	1	1.00000	0
19278	19957	0.433013	1	1.00000	0
22	3236	0.0236373	1	1.00000	0
22	2810	0.139641	2	2.00000	0
22	3158	0.0292767	1	1.00000	0
22	19378	0.0109170	1	1.00000	0
22	211	0.128724	1	1.00000	0
22	11097	0.128724	1	1.00000	0
