776	535	0.871641	0.421874	4.13223	2	0.454922	1.04383	0
776	456	0.432968	0.210937	2.05259	1	0.432968	1.00000	0
776	573	0.516679	0.210937	2.44945	1	0.516679	1.00000	0
776	3073	5.95217	1.01995	11.6715	2	5.94910	1.97358	0
776	28899	0.0974161	0.0216963	4.48999	1	0.0974161	1.00000	0
776	10822	0.429449	0.139144	3.08637	1	0.429449	1.00000	0
776	2810	0.108257	0.0216963	4.98965	1	0.108257	1.00000	0
776	14446	0.106364	0.0216963	4.90239	1	0.106364	1.00000	0
776	401	4.08712	1.00000	4.08712	1	4.08712	1.00000	0
776	113789	0.718285	0.186522	3.85093	1	0.718285	1.00000	0
776	104648	1.80659	0.529134	3.41424	1	1.80659	1.00000	0
776	32386	0.256984	0.0575156	4.46808	1	0.256984	1.00000	0
776	33834	0.0560073	0.0125467	4.46391	1	0.0560073	1.00000	0
776	547	0.393886	0.210937	1.86732	1	0.393886	1.00000	0
776	4664	0.0868230	0.0216963	4.00175	1	0.0868230	1.00000	0
10971	10955	4.97921	1.00000	4.97921	1	4.97921	1.00000	0
10971	10140	0.275638	0.148651	1.85427	1	0.275638	1.00000	0
10971	39618	2.34465	1.00000	2.34465	1	2.34465	1.00000	0
10971	128096	0.667358	0.200000	3.33679	1	0.667358	1.00000	0
10971	55802	0.829479	0.200000	4.14739	1	0.829479	1.00000	1
10971	2398	3.35705	1.00000	3.35705	1	3.35705	1.00000	1
10971	39556	3.09043	1.50000	4.12057	2	3.04504	1.97797	1
10971	103596	0.0390747	0.0180440	2.16552	1	0.0390747	1.00000	0
10971	54742	0.0330418	0.0180440	1.83117	1	0.0330418	1.00000	0
10971	56647	0.0684915	0.0360881	3.79580	2	0.0684915	2.00000	0
10971	10928	0.0760616	0.0360881	4.21533	2	0.0380371	1.00016	1
10971	175	1.88696	1.00000	1.88696	1	1.88696	1.00000	1
10971	39613	1.96992	1.00000	1.96992	1	1.96992	1.00000	0
10971	105716	1.02703	0.518044	3.96502	2	1.02702	1.99975	0
10971	10001	2.69027	0.497150	10.8228	2	2.69027	2.00000	1
10971	1649	45.9867	8.01804	51.6186	9	30.6542	6.32113	1
10971	39631	1.15635	0.500000	2.31270	1	1.15635	1.00000	0
10971	139598	2.66404	1.00000	2.66404	1	2.66404	1.00000	0
10971	39185	0.0366682	0.0180440	2.03215	1	0.0366682	1.00000	0
10971	39746	0.0319458	0.0180440	1.77043	1	0.0319458	1.00000	0
10971	10002	0.883250	0.333333	2.64975	1	0.883250	1.00000	0
10971	39452	3.28293	1.50000	4.37724	2	1.45872	1.16650	1
10971	149041	0.0340097	0.0180440	1.88481	1	0.0340097	1.00000	0
10971	10898	0.0351181	0.0180440	1.94624	1	0.0351181	1.00000	0
18931	102893	0.0753617	0.0192743	3.90996	1	0.0753617	1.00000	0
18931	1400	3.94576	1.00000	3.94576	1	3.94576	1.00000	0
18931	102071	0.0709100	0.0192743	3.67899	1	0.0709100	1.00000	0
18931	149121	5.68674	1.25000	9.09879	2	5.68673	2.00000	0
18931	14788	1.00393	0.569877	1.76166	1	1.00393	1.00000	0
18931	105321	3.44844	1.47056	4.68996	2	1.72431	1.00005	0
18931	15680	0.495000	0.163816	3.02168	1	0.495000	1.00000	0
18931	4956	0.194760	0.111303	1.74982	1	0.194760	1.00000	0
18931	175	0.363869	0.250000	1.45548	1	0.363869	1.00000	0
